village,plot_number,category
village_Malatavadi,1546,Category B: Multiple possible alignments
village_Malatavadi,1547,Category B: Multiple possible alignments
village_Malatavadi,1548,Category B: Multiple possible alignments
village_Malatavadi,1549,Category B: Multiple possible alignments
village_Malatavadi,155,Category B: Multiple possible alignments
village_Malatavadi,1550,Category B: Multiple possible alignments
village_Malatavadi,1551,Category B: Multiple possible alignments
village_Malatavadi,1552,Category B: Multiple possible alignments
village_Malatavadi,1553,Category B: Multiple possible alignments
village_Malatavadi,1554,Category J: Unknown
village_Malatavadi,1555,Category B: Multiple possible alignments
village_Malatavadi,1556,Category B: Multiple possible alignments
village_Malatavadi,1557,Category E: Global shift incorrect
village_Malatavadi,1558,Category B: Multiple possible alignments
village_Malatavadi,1559,Category B: Multiple possible alignments
village_Malatavadi,156,Category B: Multiple possible alignments
village_Malatavadi,1560,Category E: Global shift incorrect
village_Malatavadi,1561,Category B: Multiple possible alignments
village_Malatavadi,1562,Category B: Multiple possible alignments
village_Malatavadi,1563,Category B: Multiple possible alignments
village_Malatavadi,1564,Category F: Neighbor regularization moved plot incorrectly
village_Malatavadi,1565,Category B: Multiple possible alignments
village_Malatavadi,1566,Category B: Multiple possible alignments
village_Malatavadi,1567,Category B: Multiple possible alignments
village_Malatavadi,1568,Category B: Multiple possible alignments
village_Malatavadi,1569,Category B: Multiple possible alignments
village_Malatavadi,157,Category B: Multiple possible alignments
village_Malatavadi,1570,Category E: Global shift incorrect
village_Malatavadi,1571,Category E: Global shift incorrect
village_Malatavadi,1572,Category B: Multiple possible alignments
village_Malatavadi,1573,Category B: Multiple possible alignments
village_Malatavadi,1574,Category B: Multiple possible alignments
village_Malatavadi,1576,Category B: Multiple possible alignments
village_Malatavadi,1577,Category B: Multiple possible alignments
village_Malatavadi,1577/A,Category B: Multiple possible alignments
village_Malatavadi,1577/B,Category B: Multiple possible alignments
village_Malatavadi,1578,Category B: Multiple possible alignments
village_Malatavadi,1579,Category B: Multiple possible alignments
village_Malatavadi,158,Category B: Multiple possible alignments
village_Malatavadi,1580,Category B: Multiple possible alignments
village_Malatavadi,1581,Category D: Optimizer stuck in local optimum
village_Malatavadi,1582,Category B: Multiple possible alignments
village_Malatavadi,1583,Category B: Multiple possible alignments
village_Malatavadi,1584,Category B: Multiple possible alignments
village_Malatavadi,1585,Category F: Neighbor regularization moved plot incorrectly
village_Malatavadi,1586,Category F: Neighbor regularization moved plot incorrectly
village_Malatavadi,1587,Category B: Multiple possible alignments
village_Malatavadi,1588/A,Category B: Multiple possible alignments
village_Malatavadi,1588/B,Category B: Multiple possible alignments
village_Malatavadi,1589,Category B: Multiple possible alignments
village_Malatavadi,159,Category B: Multiple possible alignments
village_Malatavadi,1590,Category B: Multiple possible alignments
village_Malatavadi,1591,Category B: Multiple possible alignments
village_Malatavadi,1592,Category B: Multiple possible alignments
village_Malatavadi,1593,Category B: Multiple possible alignments
village_Malatavadi,1594/A,Category B: Multiple possible alignments
village_Malatavadi,1594/B,Category B: Multiple possible alignments
village_Malatavadi,1594/C,Category B: Multiple possible alignments
village_Malatavadi,1595,Category B: Multiple possible alignments
village_Malatavadi,1596,Category B: Multiple possible alignments
village_Malatavadi,1597,Category B: Multiple possible alignments
village_Malatavadi,1598,Category B: Multiple possible alignments
village_Malatavadi,1599,Category B: Multiple possible alignments
village_Malatavadi,16,Category B: Multiple possible alignments
village_Malatavadi,1600,Category B: Multiple possible alignments
village_Malatavadi,1601/A,Category B: Multiple possible alignments
village_Malatavadi,1601/B,Category B: Multiple possible alignments
village_Malatavadi,1602,Category B: Multiple possible alignments
village_Malatavadi,1603,Category B: Multiple possible alignments
village_Malatavadi,1604,Category B: Multiple possible alignments
village_Malatavadi,1605,Category B: Multiple possible alignments
village_Malatavadi,1606,Category B: Multiple possible alignments
village_Malatavadi,1607/A,Category B: Multiple possible alignments
village_Malatavadi,1607/B,Category B: Multiple possible alignments
village_Malatavadi,1608,Category B: Multiple possible alignments
village_Malatavadi,1609,Category E: Global shift incorrect
village_Malatavadi,161,Category B: Multiple possible alignments
village_Malatavadi,1610,Category B: Multiple possible alignments
village_Malatavadi,1611,Category B: Multiple possible alignments
village_Malatavadi,1612,Category B: Multiple possible alignments
village_Malatavadi,1613,Category F: Neighbor regularization moved plot incorrectly
village_Malatavadi,1614,Category B: Multiple possible alignments
village_Malatavadi,1615,Category B: Multiple possible alignments
village_Malatavadi,1616,Category B: Multiple possible alignments
village_Malatavadi,1617,Category B: Multiple possible alignments
village_Malatavadi,1618,Category G: Area mismatch
village_Malatavadi,1619,Category B: Multiple possible alignments
village_Malatavadi,162,Category B: Multiple possible alignments
village_Malatavadi,1620,Category B: Multiple possible alignments
village_Malatavadi,1621,Category B: Multiple possible alignments
village_Malatavadi,1622,Category B: Multiple possible alignments
village_Malatavadi,1623,Category B: Multiple possible alignments
village_Malatavadi,1624,Category B: Multiple possible alignments
village_Malatavadi,1625,Category B: Multiple possible alignments
village_Malatavadi,1626,Category B: Multiple possible alignments
village_Malatavadi,1627,Category B: Multiple possible alignments
village_Malatavadi,1628,Category B: Multiple possible alignments
village_Malatavadi,1629,Category B: Multiple possible alignments
village_Malatavadi,163,Category B: Multiple possible alignments
village_Malatavadi,1630,Category B: Multiple possible alignments
village_Malatavadi,1631,Category B: Multiple possible alignments
village_Malatavadi,1632,Category B: Multiple possible alignments
village_Malatavadi,1633,Category B: Multiple possible alignments
village_Malatavadi,1634,Category B: Multiple possible alignments
village_Malatavadi,1635,Category B: Multiple possible alignments
village_Malatavadi,1636,Category B: Multiple possible alignments
village_Malatavadi,1637/A,Category E: Global shift incorrect
village_Malatavadi,1637/B,Category F: Neighbor regularization moved plot incorrectly
village_Malatavadi,1638,Category B: Multiple possible alignments
village_Malatavadi,1639,Category B: Multiple possible alignments
village_Malatavadi,164,Category B: Multiple possible alignments
village_Malatavadi,1640,Category B: Multiple possible alignments
village_Malatavadi,1641,Category B: Multiple possible alignments
village_Malatavadi,1642,Category B: Multiple possible alignments
village_Malatavadi,1643,Category E: Global shift incorrect
village_Malatavadi,1644,Category B: Multiple possible alignments
village_Malatavadi,1645,Category B: Multiple possible alignments
village_Malatavadi,1646,Category B: Multiple possible alignments
village_Malatavadi,1647,Category B: Multiple possible alignments
village_Malatavadi,1648,Category B: Multiple possible alignments
village_Malatavadi,1649,Category B: Multiple possible alignments
village_Malatavadi,165,Category B: Multiple possible alignments
village_Malatavadi,1650,Category B: Multiple possible alignments
village_Malatavadi,1651,Category B: Multiple possible alignments
village_Malatavadi,1652,Category B: Multiple possible alignments
village_Malatavadi,1653,Category B: Multiple possible alignments
village_Malatavadi,1654,Category B: Multiple possible alignments
village_Malatavadi,1655,Category B: Multiple possible alignments
village_Malatavadi,1656,Category B: Multiple possible alignments
village_Malatavadi,1657,Category B: Multiple possible alignments
village_Malatavadi,1658,Category B: Multiple possible alignments
village_Malatavadi,1659,Category B: Multiple possible alignments
village_Malatavadi,166,Category B: Multiple possible alignments
village_Malatavadi,1660,Category B: Multiple possible alignments
village_Malatavadi,1661,Category B: Multiple possible alignments
village_Malatavadi,1662,Category B: Multiple possible alignments
village_Malatavadi,1663,Category B: Multiple possible alignments
village_Malatavadi,1664/A,Category B: Multiple possible alignments
village_Malatavadi,1664/B,Category B: Multiple possible alignments
village_Malatavadi,1665,Category B: Multiple possible alignments
village_Malatavadi,1666,Category B: Multiple possible alignments
village_Malatavadi,1667,Category D: Optimizer stuck in local optimum
village_Malatavadi,1668,Category B: Multiple possible alignments
village_Malatavadi,1669,Category B: Multiple possible alignments
village_Malatavadi,167,Category B: Multiple possible alignments
village_Malatavadi,1670/A,Category B: Multiple possible alignments
village_Malatavadi,1670/B,Category B: Multiple possible alignments
village_Malatavadi,1671,Category B: Multiple possible alignments
village_Malatavadi,1672,Category B: Multiple possible alignments
village_Malatavadi,1673,Category B: Multiple possible alignments
village_Malatavadi,1674,Category B: Multiple possible alignments
village_Malatavadi,1675,Category B: Multiple possible alignments
village_Malatavadi,1676,Category F: Neighbor regularization moved plot incorrectly
village_Malatavadi,1677,Category B: Multiple possible alignments
village_Malatavadi,1678,Category B: Multiple possible alignments
village_Malatavadi,1679,Category B: Multiple possible alignments
village_Malatavadi,168,Category B: Multiple possible alignments
village_Malatavadi,1680,Category B: Multiple possible alignments
village_Malatavadi,1681,Category B: Multiple possible alignments
village_Malatavadi,1682,Category E: Global shift incorrect
village_Malatavadi,1683,Category B: Multiple possible alignments
village_Malatavadi,1684,Category B: Multiple possible alignments
village_Malatavadi,1685,Category B: Multiple possible alignments
village_Malatavadi,1686,Category B: Multiple possible alignments
village_Malatavadi,1687,Category B: Multiple possible alignments
village_Malatavadi,1688,Category B: Multiple possible alignments
village_Malatavadi,1689,Category B: Multiple possible alignments
village_Malatavadi,169,Category B: Multiple possible alignments
village_Malatavadi,1690,Category B: Multiple possible alignments
village_Malatavadi,1691,Category B: Multiple possible alignments
village_Malatavadi,1692,Category B: Multiple possible alignments
village_Malatavadi,1693,Category B: Multiple possible alignments
village_Malatavadi,1694,Category B: Multiple possible alignments
village_Malatavadi,1695,Category F: Neighbor regularization moved plot incorrectly
village_Malatavadi,1696,Category E: Global shift incorrect
village_Malatavadi,1697,Category B: Multiple possible alignments
village_Malatavadi,1698,Category B: Multiple possible alignments
village_Malatavadi,1699,Category B: Multiple possible alignments
village_Malatavadi,17/A,Category B: Multiple possible alignments
village_Malatavadi,17/B,Category E: Global shift incorrect
village_Malatavadi,170,Category B: Multiple possible alignments
village_Malatavadi,1700,Category B: Multiple possible alignments
village_Malatavadi,1701,Category B: Multiple possible alignments
village_Malatavadi,1702,Category B: Multiple possible alignments
village_Malatavadi,1702/1,Category B: Multiple possible alignments
village_Malatavadi,1702/10,Category B: Multiple possible alignments
village_Malatavadi,1702/11,Category B: Multiple possible alignments
village_Malatavadi,1702/12,Category B: Multiple possible alignments
village_Malatavadi,1702/13,Category B: Multiple possible alignments
village_Malatavadi,1702/14,Category B: Multiple possible alignments
village_Malatavadi,1702/15,Category B: Multiple possible alignments
village_Malatavadi,1702/16,Category B: Multiple possible alignments
village_Malatavadi,1702/17,Category B: Multiple possible alignments
village_Malatavadi,1702/18,Category B: Multiple possible alignments
village_Malatavadi,1702/19,Category F: Neighbor regularization moved plot incorrectly
village_Malatavadi,1702/2,Category B: Multiple possible alignments
village_Malatavadi,1702/20,Category B: Multiple possible alignments
village_Malatavadi,1702/21,Category B: Multiple possible alignments
village_Malatavadi,1702/22,Category B: Multiple possible alignments
village_Malatavadi,1702/23,Category E: Global shift incorrect
village_Malatavadi,1702/24,Category B: Multiple possible alignments
village_Malatavadi,1702/25,Category B: Multiple possible alignments
village_Malatavadi,1702/26,Category B: Multiple possible alignments
village_Malatavadi,1702/27,Category B: Multiple possible alignments
village_Malatavadi,1702/28,Category B: Multiple possible alignments
village_Malatavadi,1702/29,Category B: Multiple possible alignments
village_Malatavadi,1702/3,Category D: Optimizer stuck in local optimum
village_Malatavadi,1702/30,Category E: Global shift incorrect
village_Malatavadi,1702/31,Category J: Unknown
village_Malatavadi,1702/32,Category B: Multiple possible alignments
village_Malatavadi,1702/33,Category B: Multiple possible alignments
village_Malatavadi,1702/34,Category B: Multiple possible alignments
village_Malatavadi,1702/35,Category B: Multiple possible alignments
village_Malatavadi,1702/36,Category B: Multiple possible alignments
village_Malatavadi,1702/4,Category E: Global shift incorrect
village_Malatavadi,1702/5,Category B: Multiple possible alignments
village_Malatavadi,1702/6,Category B: Multiple possible alignments
village_Malatavadi,1702/7,Category B: Multiple possible alignments
village_Malatavadi,1702/8,Category B: Multiple possible alignments
village_Malatavadi,1702/9,Category B: Multiple possible alignments
village_Malatavadi,1703,Category B: Multiple possible alignments
village_Malatavadi,1704,Category B: Multiple possible alignments
village_Malatavadi,1705,Category B: Multiple possible alignments
village_Malatavadi,1706,Category B: Multiple possible alignments
village_Malatavadi,1707,Category B: Multiple possible alignments
village_Malatavadi,1708,Category B: Multiple possible alignments
village_Malatavadi,1709,Category B: Multiple possible alignments
village_Malatavadi,171,Category B: Multiple possible alignments
village_Malatavadi,1710,Category J: Unknown
village_Malatavadi,1711,Category B: Multiple possible alignments
village_Malatavadi,1712,Category B: Multiple possible alignments
village_Malatavadi,1713,Category B: Multiple possible alignments
village_Malatavadi,1714,Category B: Multiple possible alignments
village_Malatavadi,1715,Category B: Multiple possible alignments
village_Malatavadi,1716,Category B: Multiple possible alignments
village_Malatavadi,1717,Category B: Multiple possible alignments
village_Malatavadi,1718,Category B: Multiple possible alignments
village_Malatavadi,1719,Category B: Multiple possible alignments
village_Malatavadi,172,Category B: Multiple possible alignments
village_Malatavadi,1720,Category B: Multiple possible alignments
village_Malatavadi,1721,Category B: Multiple possible alignments
village_Malatavadi,1722,Category B: Multiple possible alignments
village_Malatavadi,1723,Category B: Multiple possible alignments
village_Malatavadi,1724,Category B: Multiple possible alignments
village_Malatavadi,1725,Category B: Multiple possible alignments
village_Malatavadi,1726,Category B: Multiple possible alignments
village_Malatavadi,1727,Category B: Multiple possible alignments
village_Malatavadi,1728,Category B: Multiple possible alignments
village_Malatavadi,1729,Category B: Multiple possible alignments
village_Malatavadi,173,Category B: Multiple possible alignments
village_Malatavadi,1730,Category B: Multiple possible alignments
village_Malatavadi,1731,Category B: Multiple possible alignments
village_Malatavadi,1732,Category B: Multiple possible alignments
village_Malatavadi,1733,Category B: Multiple possible alignments
village_Malatavadi,1734,Category B: Multiple possible alignments
village_Malatavadi,1735,Category B: Multiple possible alignments
village_Malatavadi,1736,Category B: Multiple possible alignments
village_Malatavadi,1737,Category B: Multiple possible alignments
village_Malatavadi,1738,Category B: Multiple possible alignments
village_Malatavadi,1739/B,Category B: Multiple possible alignments
village_Malatavadi,174,Category B: Multiple possible alignments
village_Malatavadi,1740,Category B: Multiple possible alignments
village_Malatavadi,1741,Category B: Multiple possible alignments
village_Malatavadi,1742,Category B: Multiple possible alignments
village_Malatavadi,1743,Category B: Multiple possible alignments
village_Malatavadi,1744,Category B: Multiple possible alignments
village_Malatavadi,1745,Category B: Multiple possible alignments
village_Malatavadi,1746,Category E: Global shift incorrect
village_Malatavadi,1747,Category B: Multiple possible alignments
village_Malatavadi,1748,Category D: Optimizer stuck in local optimum
village_Malatavadi,1749,Category B: Multiple possible alignments
village_Malatavadi,175,Category B: Multiple possible alignments
village_Malatavadi,1750,Category D: Optimizer stuck in local optimum
village_Malatavadi,1751,Category B: Multiple possible alignments
village_Malatavadi,1752,Category B: Multiple possible alignments
village_Malatavadi,1753,Category B: Multiple possible alignments
village_Malatavadi,1754,Category B: Multiple possible alignments
village_Malatavadi,1755,Category E: Global shift incorrect
village_Malatavadi,1756,Category B: Multiple possible alignments
village_Malatavadi,1757,Category B: Multiple possible alignments
village_Malatavadi,1758,Category B: Multiple possible alignments
village_Malatavadi,1759/A,Category B: Multiple possible alignments
village_Malatavadi,1759/B,Category B: Multiple possible alignments
village_Malatavadi,176,Category B: Multiple possible alignments
village_Malatavadi,1760,Category B: Multiple possible alignments
village_Malatavadi,1761,Category B: Multiple possible alignments
village_Malatavadi,1762,Category B: Multiple possible alignments
village_Malatavadi,1763,Category B: Multiple possible alignments
village_Malatavadi,1764,Category B: Multiple possible alignments
village_Malatavadi,1765,Category B: Multiple possible alignments
village_Malatavadi,1766,Category E: Global shift incorrect
village_Malatavadi,1767,Category B: Multiple possible alignments
village_Malatavadi,1768,Category B: Multiple possible alignments
village_Malatavadi,1769,Category B: Multiple possible alignments
village_Malatavadi,177,Category B: Multiple possible alignments
village_Malatavadi,1770,Category E: Global shift incorrect
village_Malatavadi,1771,Category B: Multiple possible alignments
village_Malatavadi,1772,Category B: Multiple possible alignments
village_Malatavadi,1773,Category B: Multiple possible alignments
village_Malatavadi,1774,Category B: Multiple possible alignments
village_Malatavadi,1775,Category B: Multiple possible alignments
village_Malatavadi,1776,Category B: Multiple possible alignments
village_Malatavadi,1777,Category B: Multiple possible alignments
village_Malatavadi,1778,Category B: Multiple possible alignments
village_Malatavadi,1779,Category B: Multiple possible alignments
village_Malatavadi,178,Category B: Multiple possible alignments
village_Malatavadi,1780,Category B: Multiple possible alignments
village_Malatavadi,1781,Category B: Multiple possible alignments
village_Malatavadi,1782,Category B: Multiple possible alignments
village_Malatavadi,1783,Category B: Multiple possible alignments
village_Malatavadi,1784,Category B: Multiple possible alignments
village_Malatavadi,1785,Category B: Multiple possible alignments
village_Malatavadi,1786,Category B: Multiple possible alignments
village_Malatavadi,1787,Category J: Unknown
village_Malatavadi,1788,Category B: Multiple possible alignments
village_Malatavadi,1789/A,Category B: Multiple possible alignments
village_Malatavadi,1789/B,Category B: Multiple possible alignments
village_Malatavadi,179,Category B: Multiple possible alignments
village_Malatavadi,1790,Category B: Multiple possible alignments
village_Malatavadi,1791,Category F: Neighbor regularization moved plot incorrectly
village_Malatavadi,1792,Category B: Multiple possible alignments
village_Malatavadi,1793,Category B: Multiple possible alignments
village_Malatavadi,1794/A,Category B: Multiple possible alignments
village_Malatavadi,1794/B,Category B: Multiple possible alignments
village_Malatavadi,1794/C,Category J: Unknown
village_Malatavadi,1795/A,Category B: Multiple possible alignments
village_Malatavadi,1795/B,Category B: Multiple possible alignments
village_Malatavadi,1796,Category B: Multiple possible alignments
village_Malatavadi,1797,Category B: Multiple possible alignments
village_Malatavadi,1798,Category B: Multiple possible alignments
village_Malatavadi,1799/A,Category B: Multiple possible alignments
village_Malatavadi,1799/B,Category B: Multiple possible alignments
village_Malatavadi,18,Category B: Multiple possible alignments
village_Malatavadi,180,Category B: Multiple possible alignments
village_Malatavadi,1800,Category B: Multiple possible alignments
village_Malatavadi,1801,Category B: Multiple possible alignments
village_Malatavadi,1802,Category B: Multiple possible alignments
village_Malatavadi,1803,Category B: Multiple possible alignments
village_Malatavadi,1804,Category B: Multiple possible alignments
village_Malatavadi,1805,Category B: Multiple possible alignments
village_Malatavadi,1806,Category B: Multiple possible alignments
village_Malatavadi,1807,Category B: Multiple possible alignments
village_Malatavadi,1808,Category B: Multiple possible alignments
village_Malatavadi,1809/1,Category B: Multiple possible alignments
village_Malatavadi,1809/10,Category E: Global shift incorrect
village_Malatavadi,1809/11,Category B: Multiple possible alignments
village_Malatavadi,1809/12,Category B: Multiple possible alignments
village_Malatavadi,1809/2,Category B: Multiple possible alignments
village_Malatavadi,1809/3,Category B: Multiple possible alignments
village_Malatavadi,1809/4,Category B: Multiple possible alignments
village_Malatavadi,1809/5,Category B: Multiple possible alignments
village_Malatavadi,1809/6,Category B: Multiple possible alignments
village_Malatavadi,1809/7,Category B: Multiple possible alignments
village_Malatavadi,1809/8,Category B: Multiple possible alignments
village_Malatavadi,1809/9,Category D: Optimizer stuck in local optimum
village_Malatavadi,181,Category E: Global shift incorrect
village_Malatavadi,1810,Category B: Multiple possible alignments
village_Malatavadi,1811,Category B: Multiple possible alignments
village_Malatavadi,1812,Category B: Multiple possible alignments
village_Malatavadi,1813,Category B: Multiple possible alignments
village_Malatavadi,1814,Category B: Multiple possible alignments
village_Malatavadi,1815,Category B: Multiple possible alignments
village_Malatavadi,1816,Category B: Multiple possible alignments
village_Malatavadi,1817/A,Category G: Area mismatch
village_Malatavadi,1817/B,Category B: Multiple possible alignments
village_Malatavadi,1818,Category B: Multiple possible alignments
village_Malatavadi,1819,Category B: Multiple possible alignments
village_Malatavadi,182,Category B: Multiple possible alignments
village_Malatavadi,1820,Category B: Multiple possible alignments
village_Malatavadi,1821/A,Category B: Multiple possible alignments
village_Malatavadi,1821/B,Category B: Multiple possible alignments
village_Malatavadi,1822,Category B: Multiple possible alignments
village_Malatavadi,1823,Category B: Multiple possible alignments
village_Malatavadi,1824,Category B: Multiple possible alignments
village_Malatavadi,1825,Category B: Multiple possible alignments
village_Malatavadi,1826,Category F: Neighbor regularization moved plot incorrectly
village_Malatavadi,1827,Category B: Multiple possible alignments
village_Malatavadi,1828,Category B: Multiple possible alignments
village_Malatavadi,1829,Category B: Multiple possible alignments
village_Malatavadi,183,Category B: Multiple possible alignments
village_Malatavadi,1830,Category E: Global shift incorrect
village_Malatavadi,1831,Category B: Multiple possible alignments
village_Malatavadi,1832,Category B: Multiple possible alignments
village_Malatavadi,1833,Category B: Multiple possible alignments
village_Malatavadi,1834,Category B: Multiple possible alignments
village_Malatavadi,1835,Category B: Multiple possible alignments
village_Malatavadi,1836,Category B: Multiple possible alignments
village_Malatavadi,1837,Category B: Multiple possible alignments
village_Malatavadi,1838,Category B: Multiple possible alignments
village_Malatavadi,1839/A,Category B: Multiple possible alignments
village_Malatavadi,1839/B,Category B: Multiple possible alignments
village_Malatavadi,1839/C,Category B: Multiple possible alignments
village_Malatavadi,184,Category B: Multiple possible alignments
village_Malatavadi,1840,Category B: Multiple possible alignments
village_Malatavadi,1841,Category B: Multiple possible alignments
village_Malatavadi,1842/A,Category B: Multiple possible alignments
village_Malatavadi,1842/B,Category B: Multiple possible alignments
village_Malatavadi,1843,Category B: Multiple possible alignments
village_Malatavadi,1844,Category B: Multiple possible alignments
village_Malatavadi,1845,Category B: Multiple possible alignments
village_Malatavadi,1846/A,Category B: Multiple possible alignments
village_Malatavadi,1846/B,Category B: Multiple possible alignments
village_Malatavadi,1846/C,Category B: Multiple possible alignments
village_Malatavadi,1847,Category B: Multiple possible alignments
village_Malatavadi,1848/A,Category B: Multiple possible alignments
village_Malatavadi,1848/B,Category B: Multiple possible alignments
village_Malatavadi,1849,Category B: Multiple possible alignments
village_Malatavadi,185,Category B: Multiple possible alignments
village_Malatavadi,1850,Category B: Multiple possible alignments
village_Malatavadi,1851,Category B: Multiple possible alignments
village_Malatavadi,1852,Category B: Multiple possible alignments
village_Malatavadi,1853,Category B: Multiple possible alignments
village_Malatavadi,1854,Category B: Multiple possible alignments
village_Malatavadi,1855,Category B: Multiple possible alignments
village_Malatavadi,1856,Category B: Multiple possible alignments
village_Malatavadi,1857,Category B: Multiple possible alignments
village_Malatavadi,1858,Category B: Multiple possible alignments
village_Malatavadi,1859,Category B: Multiple possible alignments
village_Malatavadi,186,Category B: Multiple possible alignments
village_Malatavadi,1860/1,Category B: Multiple possible alignments
village_Malatavadi,1860/2,Category B: Multiple possible alignments
village_Malatavadi,1860/3,Category B: Multiple possible alignments
village_Malatavadi,1860/4,Category B: Multiple possible alignments
village_Malatavadi,1860/5,Category B: Multiple possible alignments
village_Malatavadi,1860/6,Category B: Multiple possible alignments
village_Malatavadi,1861,Category B: Multiple possible alignments
village_Malatavadi,1862,Category B: Multiple possible alignments
village_Malatavadi,1863,Category B: Multiple possible alignments
village_Malatavadi,1864,Category B: Multiple possible alignments
village_Malatavadi,1865,Category B: Multiple possible alignments
village_Malatavadi,1866,Category B: Multiple possible alignments
village_Malatavadi,1867,Category B: Multiple possible alignments
village_Malatavadi,1868,Category B: Multiple possible alignments
village_Malatavadi,1869,Category B: Multiple possible alignments
village_Malatavadi,187,Category E: Global shift incorrect
village_Malatavadi,1870,Category B: Multiple possible alignments
village_Malatavadi,1871,Category B: Multiple possible alignments
village_Malatavadi,1872,Category B: Multiple possible alignments
village_Malatavadi,1873,Category B: Multiple possible alignments
village_Malatavadi,1874,Category B: Multiple possible alignments
village_Malatavadi,1875,Category B: Multiple possible alignments
village_Malatavadi,1876,Category B: Multiple possible alignments
village_Malatavadi,1877,Category B: Multiple possible alignments
village_Malatavadi,1878,Category B: Multiple possible alignments
village_Malatavadi,1879,Category B: Multiple possible alignments
village_Malatavadi,188,Category B: Multiple possible alignments
village_Malatavadi,1880,Category B: Multiple possible alignments
village_Malatavadi,1881,Category B: Multiple possible alignments
village_Malatavadi,1882,Category B: Multiple possible alignments
village_Malatavadi,1883,Category B: Multiple possible alignments
village_Malatavadi,1884,Category B: Multiple possible alignments
village_Malatavadi,1885,Category B: Multiple possible alignments
village_Malatavadi,1886,Category B: Multiple possible alignments
village_Malatavadi,1887,Category B: Multiple possible alignments
village_Malatavadi,1888,Category B: Multiple possible alignments
village_Malatavadi,1889,Category B: Multiple possible alignments
village_Malatavadi,189,Category B: Multiple possible alignments
village_Malatavadi,1890,Category B: Multiple possible alignments
village_Malatavadi,1891,Category B: Multiple possible alignments
village_Malatavadi,1892,Category B: Multiple possible alignments
village_Malatavadi,1893,Category B: Multiple possible alignments
village_Malatavadi,1894,Category B: Multiple possible alignments
village_Malatavadi,1895,Category B: Multiple possible alignments
village_Malatavadi,1896,Category B: Multiple possible alignments
village_Malatavadi,1897,Category B: Multiple possible alignments
village_Malatavadi,1898,Category B: Multiple possible alignments
village_Malatavadi,1899,Category B: Multiple possible alignments
village_Malatavadi,19,Category B: Multiple possible alignments
village_Malatavadi,190,Category B: Multiple possible alignments
village_Malatavadi,1900,Category B: Multiple possible alignments
village_Malatavadi,1901,Category B: Multiple possible alignments
village_Malatavadi,1902,Category B: Multiple possible alignments
village_Malatavadi,1903,Category B: Multiple possible alignments
village_Malatavadi,1904,Category F: Neighbor regularization moved plot incorrectly
village_Malatavadi,1905/1,Category B: Multiple possible alignments
village_Malatavadi,1905/10,Category B: Multiple possible alignments
village_Malatavadi,1905/11,Category B: Multiple possible alignments
village_Malatavadi,1905/12,Category B: Multiple possible alignments
village_Malatavadi,1905/13,Category B: Multiple possible alignments
village_Malatavadi,1905/14,Category B: Multiple possible alignments
village_Malatavadi,1905/15,Category B: Multiple possible alignments
village_Malatavadi,1905/16,Category B: Multiple possible alignments
village_Malatavadi,1905/17,Category B: Multiple possible alignments
village_Malatavadi,1905/18,Category B: Multiple possible alignments
village_Malatavadi,1905/19,Category B: Multiple possible alignments
village_Malatavadi,1905/2,Category B: Multiple possible alignments
village_Malatavadi,1905/20,Category E: Global shift incorrect
village_Malatavadi,1905/21,Category J: Unknown
village_Malatavadi,1905/22,Category B: Multiple possible alignments
village_Malatavadi,1905/23,Category B: Multiple possible alignments
village_Malatavadi,1905/24,Category B: Multiple possible alignments
village_Malatavadi,1905/25,Category B: Multiple possible alignments
village_Malatavadi,1905/26,Category B: Multiple possible alignments
village_Malatavadi,1905/27,Category B: Multiple possible alignments
village_Malatavadi,1905/28,Category B: Multiple possible alignments
village_Malatavadi,1905/29,Category B: Multiple possible alignments
village_Malatavadi,1905/3,Category B: Multiple possible alignments
village_Malatavadi,1905/30,Category B: Multiple possible alignments
village_Malatavadi,1905/31,Category B: Multiple possible alignments
village_Malatavadi,1905/32,Category B: Multiple possible alignments
village_Malatavadi,1905/33,Category B: Multiple possible alignments
village_Malatavadi,1905/34,Category B: Multiple possible alignments
village_Malatavadi,1905/35,Category B: Multiple possible alignments
village_Malatavadi,1905/36,Category B: Multiple possible alignments
village_Malatavadi,1905/37,Category B: Multiple possible alignments
village_Malatavadi,1905/38,Category B: Multiple possible alignments
village_Malatavadi,1905/39,Category B: Multiple possible alignments
village_Malatavadi,1905/4,Category B: Multiple possible alignments
village_Malatavadi,1905/40,Category B: Multiple possible alignments
village_Malatavadi,1905/41,Category B: Multiple possible alignments
village_Malatavadi,1905/42,Category B: Multiple possible alignments
village_Malatavadi,1905/43,Category E: Global shift incorrect
village_Malatavadi,1905/44,Category B: Multiple possible alignments
village_Malatavadi,1905/45,Category B: Multiple possible alignments
village_Malatavadi,1905/46,Category B: Multiple possible alignments
village_Malatavadi,1905/47,Category B: Multiple possible alignments
village_Malatavadi,1905/48,Category B: Multiple possible alignments
village_Malatavadi,1905/49,Category B: Multiple possible alignments
village_Malatavadi,1905/5,Category B: Multiple possible alignments
village_Malatavadi,1905/50,Category B: Multiple possible alignments
village_Malatavadi,1905/51,Category B: Multiple possible alignments
village_Malatavadi,1905/52,Category B: Multiple possible alignments
village_Malatavadi,1905/53,Category B: Multiple possible alignments
village_Malatavadi,1905/54,Category B: Multiple possible alignments
village_Malatavadi,1905/55,Category B: Multiple possible alignments
village_Malatavadi,1905/56,Category B: Multiple possible alignments
